asin,title,url,price,rating,review_count,seller,scraped_at,seller_detailed,price_detailed,description,specifications,availability,shipping_info,ai_prediction,ai_confidence,ai_probabilities,risk_score,risk_level,analysis_timestamp
B0DJPTWTWK,"Cartucho H P 667 Preto Original (3YM79AB) Para H P Deskjet 2376, 2776, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-667-Original-3YM79AB-Deskjet/dp/B0DJPTWTWK/ref=sr_1_52?dib=eyJ2IjoiMSJ9.LHzi0Ca9tMx043h0eHMnkajeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttNfRg58yyDj3YckSO3MvoMgM95VnxmeO6zN_LaJ8HhRmMSvNnQeVY9fb8l-Hnrsis3gDBR75MYVZY4A8O7GTn7nADl5SOWhzEKrJ3WmQi1-znTMOm4dLF9EHR0_tjnWGJnQ8yUroLY_dJPf-G9p5NSD9JUm3F5F5reJUnzqsXMx8mereB5HdwstmlA3TKzjVKIKVI79qcgejKMRnvUX5jVc.kTUIkJJzA5Guc45nFQEY61JeqG05dvzp9x46L7AJkE8&dib_tag=se&keywords=cartucho+HP+667&qid=1759041571&sr=8-52,64.0,,,Amazon.com.br,2025-09-28 03:39:38,Amazon.com.br,64.0,"Cartucho H P 667 Preto Original (3YM79AB)
Até 120 páginas
H P Deskjet Ink Advantage 2376, H P Deskjet Ink Advantage 2776, H P Deskjet Ink Advantage 6476
Imprima texto nítido e cores intensas com os cartuchos de tinta originais H P projetados para oferecer impressões de qualidade em casa, na escola e em pequenas empresas. Com cartuchos muito baratos, obtenha tinta H P original por um preço acessível. Imprima os documentos e as fotos de alta qualidade que você precisa por um ótimo valor.
Com cartuchos com preço muito acessível, obtenha tinta H P original por um preço acessível, além de resultados confiáveis e consistentes de cartuchos projetados com a impressora H P. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Impressão sustentável, os cartuchos H P originais são feitos com até 50% de material reciclado.",{},,Marca,ORIGINAL,0.8,"[0.18, 0.8, 0.02]",0,BAIXO,2025-09-28T03:59:25.362914
B0D7KWQWHF,"Cartucho de tinta 667XL preto e colorido combo de substituição para HP 667XL 667 XL cartuchos de tinta funciona para impressoras HP DeskJet 1275 2374 2375 2376 2775 2776 6075 6475 6476 (1 preta, 1",https://www.amazon.com.br/Cartucho-667XL-substitui%C3%A7%C3%A3o-cartuchos-impressoras/dp/B0D7KWQWHF/ref=sr_1_53?dib=eyJ2IjoiMSJ9.LHzi0Ca9tMx043h0eHMnkajeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttNfRg58yyDj3YckSO3MvoMgM95VnxmeO6zN_LaJ8HhRmMSvNnQeVY9fb8l-Hnrsis3gDBR75MYVZY4A8O7GTn7nADl5SOWhzEKrJ3WmQi1-znTMOm4dLF9EHR0_tjnWGJnQ8yUroLY_dJPf-G9p5NSD9JUm3F5F5reJUnzqsXMx8mereB5HdwstmlA3TKzjVKIKVI79qcgejKMRnvUX5jVc.kTUIkJJzA5Guc45nFQEY61JeqG05dvzp9x46L7AJkE8&dib_tag=se&keywords=cartucho+HP+667&qid=1759041571&sr=8-53&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,561.0,4.0,,Amazon Estados Unidos,2025-09-28 03:39:38,Amazon Estados Unidos,561.0,"Para cartuchos de tinta HP 667XL Compatibilidade da impressora: Para HP Deskjet Ink Advantage 1275 2374 2375 2376 2775 2776, Deskjet Ink Advantage Plus 6075 6475 6476
Maior rendimento de páginas: até 850 páginas por cartucho de tinta preta 667xl e 650 páginas por cartucho de tinta colorida 667xl com cobertura de 5% (A4/carta).
Conteúdo da tinta 667: 2 pacotes de cartuchos de tinta remanufaturados 667XL preto e pacote combo colorido (1 x preto, 1 x cor)
Produto confiável: cada cartucho de tinta 667XL foi rigorosamente testado por nossa fábrica independente para garantir compatibilidade, estabilidade e durabilidade, bem como qualidade confiável do produto.
Excelente saída de impressão: a tinta delicada permite que você obtenha cores vivas e vivas de alta densidade em um processo de impressão suave.",{},Em estoque,Marca,COMPATIVEL,0.43,"[0.43, 0.4, 0.17]",3,MÉDIO,2025-09-28T03:59:25.362914
B0CMVWTRKD,Kit com 02 Cartuchos HP 667 - Preto e Colorido,https://www.amazon.com.br/Kit-com-02-Cartuchos-667/dp/B0CMVWTRKD/ref=sr_1_54?dib=eyJ2IjoiMSJ9.LHzi0Ca9tMx043h0eHMnkajeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttNfRg58yyDj3YckSO3MvoMgM95VnxmeO6zN_LaJ8HhRmMSvNnQeVY9fb8l-Hnrsis3gDBR75MYVZY4A8O7GTn7nADl5SOWhzEKrJ3WmQi1-znTMOm4dLF9EHR0_tjnWGJnQ8yUroLY_dJPf-G9p5NSD9JUm3F5F5reJUnzqsXMx8mereB5HdwstmlA3TKzjVKIKVI79qcgejKMRnvUX5jVc.kTUIkJJzA5Guc45nFQEY61JeqG05dvzp9x46L7AJkE8&dib_tag=se&keywords=cartucho+HP+667&qid=1759041571&sr=8-54,205.0,,,Amazon.com.br,2025-09-28 03:39:39,Amazon.com.br,205.0,"Kit 2 cartucho HP 667 Preto e Colorido Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes.
Os cartuchos originais HP imprimem até 86% mais páginas que cartuchos recarregados. A HP desenvolve produtos testados para oferecer resultados satisfatórios e impressões perfeitas. Os cartuchos originais HP oferecem durabilidade nas suas impressões, com cores nítidas e de qualidade. Os cartuchos anunciados além de originais e lacrados nas caixas, estão prontos para uso e com validade de 12 meses.
Marca: HP Modelo: 3YM79AL / 3YM78AL Itens inclusos: 1 Cartucho HP 667 Preto 2ml 1 Cartucho HP 667 Colorido 2ml Quantas páginas imprime um cartucho HP 667? Cerca de 120 páginas aproximadamente cada Você deve estar se perguntando: qual o cartucho para a sua impressora?
Se sua impressora está nesta lista, este é o cartucho ideal para ela: - Deskjet Ink Advantage 1275 - Deskjet Ink Advantage 2374 - Deskjet Ink Advantage 2375 - Deskjet Ink Advantage 2376 - Deskjet Ink Advantage 2775 - Deskjet Ink Advantage 2776 - Deskjet Ink Advantage Plus 6475 - DeskJet Ink Advantage Plus 6476",{},,Marca,ORIGINAL,0.64,"[0.22, 0.64, 0.14]",2,MÉDIO,2025-09-28T03:59:25.362914
B0F496TKWW,"Cartucho 667 Colorido Original (3YM78AB) Para impressoras Deskjet 1275, 2374, 2375, 2376, 2775, 2776, 6475, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-Colorido-Original-3YM78AB-impressoras/dp/B0F496TKWW/ref=sr_1_55?dib=eyJ2IjoiMSJ9.LHzi0Ca9tMx043h0eHMnkajeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttNfRg58yyDj3YckSO3MvoMgM95VnxmeO6zN_LaJ8HhRmMSvNnQeVY9fb8l-Hnrsis3gDBR75MYVZY4A8O7GTn7nADl5SOWhzEKrJ3WmQi1-znTMOm4dLF9EHR0_tjnWGJnQ8yUroLY_dJPf-G9p5NSD9JUm3F5F5reJUnzqsXMx8mereB5HdwstmlA3TKzjVKIKVI79qcgejKMRnvUX5jVc.kTUIkJJzA5Guc45nFQEY61JeqG05dvzp9x46L7AJkE8&dib_tag=se&keywords=cartucho+HP+667&qid=1759041571&sr=8-55,68.0,,,Amazon.com.br,2025-09-28 03:39:39,Amazon.com.br,68.0,"Cartucho HP 667 Colorido Original (3YM79AB)
Até 120 páginas
Modelos: HP Deskjet Ink Advantage 2376, HP Deskjet Ink Advantage 2776, HP Deskjet Ink Advantage 6476
Imprima texto nítido e cores intensas com os cartuchos de tinta originais HP projetados para oferecer impressões de qualidade em casa, na escola e em pequenas empresas. Com cartuchos muito baratos, obtenha tinta HP original por um preço acessível.
Imprima os documentos e as fotos de alta qualidade que você precisa por um ótimo valor. Com cartuchos com preço muito acessível, obtenha tinta HP original por um preço acessível, além de resultados confiáveis e consistentes de cartuchos projetados com a impressora HP. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado.",{},,Marca,ORIGINAL,0.8,"[0.17, 0.8, 0.03]",0,BAIXO,2025-09-28T03:59:25.362914
B0BNN8RSRV,"SHUPAN Cartucho de tinta 667XL preto e colorido, substituição para cartuchos de tinta HP 667XL 667 XL, para impressoras HP DeskJet 1275 2374 2375 2376 2775 2776 6075 6475 6476 (1 preto, 1 tricolor)",https://www.amazon.com.br/SHUPAN-Cartucho-substitui%C3%A7%C3%A3o-cartuchos-impressoras/dp/B0BNN8RSRV/ref=sr_1_56?dib=eyJ2IjoiMSJ9.LHzi0Ca9tMx043h0eHMnkajeV1q4XyoLGIJ3iKPBDXtPoX3EADNs2IaEc-Vm-f2ScE8OwhM01PtQ0bEIQORttNfRg58yyDj3YckSO3MvoMgM95VnxmeO6zN_LaJ8HhRmMSvNnQeVY9fb8l-Hnrsis3gDBR75MYVZY4A8O7GTn7nADl5SOWhzEKrJ3WmQi1-znTMOm4dLF9EHR0_tjnWGJnQ8yUroLY_dJPf-G9p5NSD9JUm3F5F5reJUnzqsXMx8mereB5HdwstmlA3TKzjVKIKVI79qcgejKMRnvUX5jVc.kTUIkJJzA5Guc45nFQEY61JeqG05dvzp9x46L7AJkE8&dib_tag=se&keywords=cartucho+HP+667&qid=1759041571&sr=8-56&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,664.0,3.6,,Amazon Estados Unidos,2025-09-28 03:39:39,Amazon Estados Unidos,664.0,"PARA HP 667XL TINTA CARTUCHOS COMPATÍVEIS COM IMPRESSORAS COMPATÍVEIS: Para HP Deskjet Ink Advantage 1275 2374 2375 2376 2776, Deskjet Ink Advantage Plus 6075 6475 6476
Rendimento de páginas: até 600 páginas por cartucho de tinta preta 667XL, até 450 páginas para cartucho de tinta 667XL COLOR (5% de cobertura)
PACOTE: 2 pacotes para HP INK 667XL (1×preto, 1×cor total 2 pacotes)
PARA VANTAGENS HP 667XL: Pode ser reconhecido por suas impressoras e instalado facilmente. Conveniente para sua vida.
Boa qualidade de impressão: tinta de alta qualidade é usada para produzir impressões vívidas e claras que são resistentes ao desbotamento e podem ser preservadas por um longo tempo.",{},Em estoque,,COMPATIVEL,0.48,"[0.48, 0.33, 0.19]",3,MÉDIO,2025-09-28T03:59:25.362914
B08WKMBDN9,"Cartucho HP 667XL Preto Original (3YM81AB) Para HP Deskjet 2376, 2776, 6476, 5076, 5276",,117.0,4.7,,,2025-09-28 03:44:36,,,,,,,ORIGINAL,0.46,"[0.4, 0.46, 0.14]",1,BAIXO,2025-09-28T03:59:25.362914
B0FQCK9YB4,"WISETA Cartucho de Tinta Compatível para HP 667 667XL Compatível com DeskJet Ink Advantage 1275 2374 2375 2376 2775 2776 6475 6476 6075 (1 Preto, 1 Colorido)",,235.0,4.4,,,2025-09-28 03:44:36,,,,,,,COMPATIVEL,0.45,"[0.45, 0.25, 0.3]",3,MÉDIO,2025-09-28T03:59:25.362914
B0FCMRLYFB,GPC Image Cartucho de tinta compatível para HP 667 667XL Compatível com HP DeskJet Ink Advantage 1275 2374 2375 2376 2775 2776 6475 Impressora (1 Preto 1 Colorido),,205.0,4.4,,,2025-09-28 03:44:36,,,,,,,COMPATIVEL,0.43,"[0.43, 0.24, 0.33]",3,MÉDIO,2025-09-28T03:59:25.362914
B0DPHLXL91,Valuetoner Cartuchos de Tinta para HP 667 667XL 667 XL Compatível com HP DeskJet Ink Advantage 2374 1275 2375 2376 2775 2776e DeskJet Plus 6475 6476 6075 (2 Preto),,170.0,4.3,,,2025-09-28 03:44:36,,,,,,,COMPATIVEL,0.47,"[0.47, 0.23, 0.3]",2,MÉDIO,2025-09-28T03:59:25.362914
B08WKMBDN9,"Cartucho HP 667XL Preto Original (3YM81AB) Para HP Deskjet 2376, 2776, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-HP-667XL-Original-3YM81AB/dp/B08WKMBDN9/ref=sr_1_5?dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc2G03RdlzWlIHR9DSiswoltvCPcy2lacMMZGEBuBL3r7TSfZE5q9Hyv_0HXmvypyuR2hD67UuNnyqg7Kf9HT-4av3masnO1qfYVdJajg-9S0gT3Oe1wwvTM6hP5U4vm8JSYO52Ric4-vFnLVa3h7_i1NEs3R0TPlZFuhJrkJAlBM5J_Z1_GmQHUgcjLICOELdUqIyrI2xlNMDeRP3N4Adk0_w4xhrmJYwMkfytAUIy2XexLrNUvw2uHiIOtwcBsCe_WfRL8MWhRoYEJV7-4b9og.2UjXcyac-nYzwUTSYgs39bO8GCj2YvCVDe9eUyWiZII&dib_tag=se&keywords=cartucho+HP+667XL&qid=1759041872&sr=8-5&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,117.0,4.7,,Amazon.com.br,2025-09-28 03:44:37,Amazon.com.br,117.0,"[COMPATIBILIDADE] HP DeskJet Plus Ink Advantage 6000 series, HP DeskJet Plus Ink Advantage 6400 series, HP Deskjet Ink Advantage 1200 Printer, HP Deskjet Ink Advantage 2300 All-in-One, HP DeskJet Ink Advantage 2700 All-in-One Printer, HP DeskJet Ink Advantage 4100 All-in-One Printer
[RENDIMENTO] 480 Páginas
[ORIGINAL] Projetados para confiabilidade e consistência assim que saem da caixa
[QUALIDADE] Reduza as reimpressões, economizando papel, tinta e energia
[MEIO AMBIENTE] Os cartuchos HP originais são feitos com até 50% de material reciclado",{},Em estoque,à vista no Pix,ORIGINAL,0.61,"[0.31, 0.61, 0.08]",1,BAIXO,2025-09-28T03:59:25.362914
B08C1XPJGP,Cartucho HP 667XL Preto Original (3YM81AL),https://www.amazon.com.br/Cartucho-HP-667XL-Original-3YM81AL/dp/B08C1XPJGP/ref=sr_1_6?dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc2G03RdlzWlIHR9DSiswoltvCPcy2lacMMZGEBuBL3r7TSfZE5q9Hyv_0HXmvypyuR2hD67UuNnyqg7Kf9HT-4av3masnO1qfYVdJajg-9S0gT3Oe1wwvTM6hP5U4vm8JSYO52Ric4-vFnLVa3h7_i1NEs3R0TPlZFuhJrkJAlBM5J_Z1_GmQHUgcjLICOELdUqIyrI2xlNMDeRP3N4Adk0_w4xhrmJYwMkfytAUIy2XexLrNUvw2uHiIOtwcBsCe_WfRL8MWhRoYEJV7-4b9og.2UjXcyac-nYzwUTSYgs39bO8GCj2YvCVDe9eUyWiZII&dib_tag=se&keywords=cartucho+HP+667XL&qid=1759041872&sr=8-6&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,149.0,4.8,,GIGAJET INF,2025-09-28 03:44:37,GIGAJET INF,149.0,"Cartucho HP 667XL Preto Original (3YM81AL)
Até 480 páginas
Imprima texto nítido e cores intensas com os cartuchos de tinta originais HP projetados para oferecer impressões de qualidade em casa, na escola e em pequenas empresas. Com cartuchos muito baratos, obtenha tinta HP original por um preço acessível. Imprima os documentos e as fotos de alta qualidade que você precisa por um ótimo valor. Com cartuchos com preço muito acessível, obtenha tinta HP original por um preço acessível, além de resultados confiáveis e consistentes de cartuchos projetados com a impressora HP. Conte com os cartuchos de tinta originais HP para obter desempenho de impressão. Ajude a garantir impressões nítidas e intensas em casa, na escola e no trabalho com cartuchos desenvolvidos e testados com a impressora HP e projetados para facilitar o uso. Cartuchos originais HP que se encaixam na maneira como você vive, trabalha e imprime. Conte com resultados consistentes de alta qualidade e com a facilidade para repetir o pedido que você espera da HP em casa ou em qualquer lugar. Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento. Impressões resistentes à água e que não desbotam com o tempo Cores mais vibrantes e nítidas. Com Tecnologia anti curvas Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado.
HP Deskjet Ink Advantage 2376, HP Deskjet Ink Advantage 2776, HP Deskjet Ink Advantage 6476",{},Em estoque,"+R$ 28,88 de envio",ORIGINAL,0.9,"[0.08, 0.9, 0.02]",0,BAIXO,2025-09-28T03:59:25.362914
B0DLZP8ZYN,TECKKIN Cartucho de Tinta para HP 667 667XL Compatíveis com HP DeskJet Ink Advantage 2374 1275 2376 2775 2776 DeskJet Plus 6475 6476 6075 (1 Preto 1 Colorido),https://www.amazon.com.br/TECKKIN-667xl-tinta-preto-cor/dp/B0DLZP8ZYN/ref=sr_1_7?dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc2G03RdlzWlIHR9DSiswoltvCPcy2lacMMZGEBuBL3r7TSfZE5q9Hyv_0HXmvypyuR2hD67UuNnyqg7Kf9HT-4av3masnO1qfYVdJajg-9S0gT3Oe1wwvTM6hP5U4vm8JSYO52Ric4-vFnLVa3h7_i1NEs3R0TPlZFuhJrkJAlBM5J_Z1_GmQHUgcjLICOELdUqIyrI2xlNMDeRP3N4Adk0_w4xhrmJYwMkfytAUIy2XexLrNUvw2uHiIOtwcBsCe_WfRL8MWhRoYEJV7-4b9og.2UjXcyac-nYzwUTSYgs39bO8GCj2YvCVDe9eUyWiZII&dib_tag=se&keywords=cartucho+HP+667XL&qid=1759041872&sr=8-7&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,199.0,4.2,,RUA Oriente's shop,2025-09-28 03:44:37,RUA Oriente's shop,199.0,"Conteúdo do pacote: 2 pacotes de substituição remanufaturados de cartucho de tinta para HP 667 667XL (1 preto e 1 tricolor)
Compatível com impressora: TECKKIN cartucho de tinta para HP 667 667XL compatível com HP deskjet ink advantage 2775 2776 2374 1275 2375 2376 impressora; Compatível com HP deskjet ink advantage plus 6075 6475 6476 impressora
Alto desempenho de páginas: TECKKIN cartucho preto compatíveis com HP 667 XL imprimem até 700 páginas, até 450 páginas por cartucho para HP 667 XL colorido (5% de cobertura em papel A4)
Com o chip mais recente: este cartucho de tinta compatível com HP 667 667XL é equipado com o chip mais recente e atualizado para garantir a compatibilidade perfeita com a sua impressora e excelente qualidade de impressão, para que você possa desfrutar de uma impressão eficiente e sem complicações.
Qualidade de impressão superior: nossa tinta de cartude compatível para HP 667 667XL fornece excelentes resultados de impressão. Cores vibrantes de longa duração e texto claro. Dá-lhe uma experiência diferente.",{},Em estoque,Cor:,ORIGINAL,0.37,"[0.31, 0.37, 0.32]",1,BAIXO,2025-09-28T03:59:25.362914
B08C28F87W,Cartucho HP - 667XL Colorido Original (3YM80AL),https://www.amazon.com.br/Cartucho-HP-Colorido-Original-3YM80AL/dp/B08C28F87W/ref=sr_1_8?dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc2G03RdlzWlIHR9DSiswoltvCPcy2lacMMZGEBuBL3r7TSfZE5q9Hyv_0HXmvypyuR2hD67UuNnyqg7Kf9HT-4av3masnO1qfYVdJajg-9S0gT3Oe1wwvTM6hP5U4vm8JSYO52Ric4-vFnLVa3h7_i1NEs3R0TPlZFuhJrkJAlBM5J_Z1_GmQHUgcjLICOELdUqIyrI2xlNMDeRP3N4Adk0_w4xhrmJYwMkfytAUIy2XexLrNUvw2uHiIOtwcBsCe_WfRL8MWhRoYEJV7-4b9og.2UjXcyac-nYzwUTSYgs39bO8GCj2YvCVDe9eUyWiZII&dib_tag=se&keywords=cartucho+HP+667XL&qid=1759041872&sr=8-8&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,149.0,4.8,,GIGAJET INF,2025-09-28 03:44:37,GIGAJET INF,149.0,"Cartucho HP 667XL Colorido Original (3YM80AL)
Até 300 páginas
Obtenha a qualidade da HP que você conhece e confia. Imprima documentos todos os dias com texto e imagens nítidas e os custos de impressão acessíveis com os cartuchos originais HP Imprima bordas perfeitas em textos e em gráficos, usando Cartuchos Originais HP. Qualidade impressionante de texto e imagens para desfrutar de documentos e fotos Média baseada em ISO / IEC 24711 ou na metodologia de teste HP e impressão contínua. O desempenho real varia consideravelmente com base no conteúdo das páginas impressas e outros fatores. Impressões que funcionam todas as vezes. Cartuchos projetados para alto rendimento. Impressões resistentes à água e que não desbotam com o tempo Cores mais vibrantes e nítidas. Com Tecnologia anti curvas Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Resultados superiores da primeira à última página, sem obstruções ou impressões com bandas. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado.
HP Deskjet Ink Advantage 2376, HP Deskjet Ink Advantage 2776, HP Deskjet Ink Advantage 6476",{},Em estoque,"+R$ 28,88 de envio",ORIGINAL,0.91,"[0.02, 0.91, 0.07]",0,BAIXO,2025-09-28T03:59:25.362914
B0DPHLXL91,Valuetoner Cartuchos de Tinta para HP 667 667XL 667 XL Compatível com HP DeskJet Ink Advantage 2374 1275 2375 2376 2775 2776e DeskJet Plus 6475 6476 6075 (2 Preto),https://www.amazon.com.br/Valuetoner-Cartuchos-para-HP-667XL/dp/B0DPHLXL91/ref=sr_1_9?dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc2G03RdlzWlIHR9DSiswoltvCPcy2lacMMZGEBuBL3r7TSfZE5q9Hyv_0HXmvypyuR2hD67UuNnyqg7Kf9HT-4av3masnO1qfYVdJajg-9S0gT3Oe1wwvTM6hP5U4vm8JSYO52Ric4-vFnLVa3h7_i1NEs3R0TPlZFuhJrkJAlBM5J_Z1_GmQHUgcjLICOELdUqIyrI2xlNMDeRP3N4Adk0_w4xhrmJYwMkfytAUIy2XexLrNUvw2uHiIOtwcBsCe_WfRL8MWhRoYEJV7-4b9og.2UjXcyac-nYzwUTSYgs39bO8GCj2YvCVDe9eUyWiZII&dib_tag=se&keywords=cartucho+HP+667XL&qid=1759041872&sr=8-9&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12,170.0,4.3,,SEIYA-ANAPAULA,2025-09-28 03:44:37,SEIYA-ANAPAULA,170.0,"Conteúdo: 2 pacotes de cartuchos de reposição Valuetoner para HP 667XL 667 cartucho preto pacote combinado (2 preto)
Alto desempenho de página: Valuetoner preto para HP Ink 667 XL durando 750 páginas
Compatibilidade da impressora: Substituição do cartucho de tinta Valuetoner 667XL para impressoras HP Deskjet Ink Advantage 1216 1275 2335 2337 2338 2374 2374 2774 2776 2778 2779 4175 4176 4177 e HP Deskjet Ink Advantage Plus 6475 6476 6075 6076
Chip de reconhecimento eficiente: Nosso avaliador de Valuetoner cartuchos para HP 667 XL está equipado com o chip mais recente que pode reconhecer efetivamente sua impressora. Confirme se o modelo da impressora corresponde, você pode comprar com confiança
Alta qualidade: Nossos cartuchos de tinta preto e colorido 667 667 XL são duráveis e feitos de materiais de alta qualidade que podem imprimir texto e imagens vívidas",{},Em estoque,Cor:,COMPATIVEL,0.36,"[0.36, 0.33, 0.31]",2,MÉDIO,2025-09-28T03:59:25.362914
B0FQCK9YB4,"WISETA Cartucho de Tinta Compatível para HP 667 667XL Compatível com DeskJet Ink Advantage 1275 2374 2375 2376 2775 2776 6475 6476 6075 (1 Preto, 1 Colorido)",https://www.amazon.com.br/WISETA-Compat%C3%ADvel-para-HP-667XL/dp/B0FQCK9YB4/ref=sr_1_10?dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc2G03RdlzWlIHR9DSiswoltvCPcy2lacMMZGEBuBL3r7TSfZE5q9Hyv_0HXmvypyuR2hD67UuNnyqg7Kf9HT-4av3masnO1qfYVdJajg-9S0gT3Oe1wwvTM6hP5U4vm8JSYO52Ric4-vFnLVa3h7_i1NEs3R0TPlZFuhJrkJAlBM5J_Z1_GmQHUgcjLICOELdUqIyrI2xlNMDeRP3N4Adk0_w4xhrmJYwMkfytAUIy2XexLrNUvw2uHiIOtwcBsCe_WfRL8MWhRoYEJV7-4b9og.2UjXcyac-nYzwUTSYgs39bO8GCj2YvCVDe9eUyWiZII&dib_tag=se&keywords=cartucho+HP+667XL&qid=1759041872&sr=8-10&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,235.0,4.4,,RUA Oriente's shop,2025-09-28 03:44:37,RUA Oriente's shop,235.0,"Paquete Incluído: 2 paquetes tinta remanificada para HP tinta 667 XL Paquete Combo Negro e Cor (1 preto, 1 cor)
Alto rendimento de páginas: 650 páginas por cartucho de tinta preto VOREDO compatível para HP 667XL e 430 páginas por cartucho de tinta colorida com 5% de cobertura
Impresoras compatíveis: Compatível para HP 667 667XL cartucho de tinta preta e cor compatível para HP Deskjet Ink Advantage 1275/2374/2375/2376/2775/2776, DeskJet Plus Ink Advantage 6475/6476/6075 impressoras
Chips mais recentes: o pacote combinado de cartuchos de tinta WISETA para hp 667XL é equipado com os chips mais recentes e atualizados para garantir compatibilidade perfeita com a impressora e excelente qualidade de impressão, para que você possa desfrutar de uma impressão eficiente e sem preocupações.
Todos los cartuchos de tinta para 667 667XL de WISETA se rellenan con tintas de primera calidad, utilizando técnicas de producción avanzadas y un riguroso proceso de inspección de calidad para garantizar una alta calidad de impresión con cada cartucho para 667XL. Así obtendrá textos nítidos e imágenes brillantes y vivas",{},Em estoque,Cor:,ORIGINAL,0.36,"[0.34, 0.36, 0.3]",2,MÉDIO,2025-09-28T03:59:25.362914
B08Q1YQDHJ,Kit 2 cartucho HP 667 Preto e Colorido,https://www.amazon.com.br/Kit-cartucho-667-Preto-Colorido/dp/B08Q1YQDHJ/ref=sr_1_11?dib=eyJ2IjoiMSJ9.857N0NnJd3TGzb_CreaOc2G03RdlzWlIHR9DSiswoltvCPcy2lacMMZGEBuBL3r7TSfZE5q9Hyv_0HXmvypyuR2hD67UuNnyqg7Kf9HT-4av3masnO1qfYVdJajg-9S0gT3Oe1wwvTM6hP5U4vm8JSYO52Ric4-vFnLVa3h7_i1NEs3R0TPlZFuhJrkJAlBM5J_Z1_GmQHUgcjLICOELdUqIyrI2xlNMDeRP3N4Adk0_w4xhrmJYwMkfytAUIy2XexLrNUvw2uHiIOtwcBsCe_WfRL8MWhRoYEJV7-4b9og.2UjXcyac-nYzwUTSYgs39bO8GCj2YvCVDe9eUyWiZII&dib_tag=se&keywords=cartucho+HP+667XL&qid=1759041872&sr=8-11&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74,145.0,4.7,,Amazon.com.br,2025-09-28 03:44:37,Amazon.com.br,145.0,"Contém 2 cartuchos HP 667: um preto e um colorido
Compatível com impressoras HP que utilizam cartuchos da série 667",{},Somente 2 em estoque.,"+R$ 30,41 de envio",COMPATIVEL,0.53,"[0.53, 0.2, 0.27]",2,MÉDIO,2025-09-28T03:59:25.362914
